pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-44,b,12862099,0,2.423804,0.000008,-0.000008,0,0.03453,0.00065,-0.00065,0,1.1,0.081,-0.076,0,0.068,,,1,2458338.102,0.000364,-0.000374,0,,,,,G8 V,5420,100,-100,0,0.91,0.05,-0.05,0,3.9032733,-11.9382645,364.512,5.656,-5.49
WASP-45,b,120610833,0,3.126089,0.000003,-0.000003,0,0.03963,0.00114,-0.00112,0,0.946,0.058,-0.051,0,0.043,,,1,2458339.143,0.000312,-0.00031,0,,,,,K2 V,5150,200,-200,0,0.86,0.04,-0.04,0,5.2377567,-35.998465,211.196,1.766,-1.737
WASP-46,b,231663901,0,1.43036763,0.00000093,-0.00000093,0,0.02335,0.00072,-0.00072,0,1.174,0.037,-0.037,0,0.022,,,1,2455392.317,0.00058,-0.00058,0,,,,,G6 V,5600,,,0,0.86,0.03,-0.03,0,318.7370122,-55.8718634,375.31,4.462,-4.36
WASP-47,b,102264230,0,4.1591492,0.0000006,-0.0000006,0,0.052,0.0006,-0.0006,0,1.128,0.013,-0.013,0,0.0028,0.0042,-0.002,0,2457007.932,0.000019,-0.000019,0,,,,,,5552,75,-75,0,1.14,0.01,-0.01,0,331.203092,-12.019067,264.78,4.888,-4.716
WASP-47,c,102264230,0,588.8,2,-2,0,1.393,0.014,-0.014,0,1.21,,,0,0.295,0.016,-0.016,0,2457763.1,4.3,-4.3,0,,,,,,5552,75,-75,0,1.14,0.01,-0.01,0,331.203092,-12.019067,264.78,4.888,-4.716
WASP-47,d,102264230,0,9.03055,0.00008,-0.00008,0,0.085,0.0027,-0.0027,0,0.318,0.004,-0.004,0,0.01,0.011,-0.007,0,2457006.37,0.00035,-0.00035,0,,,,,,5552,75,-75,0,1.14,0.01,-0.01,0,331.203092,-12.019067,264.78,4.888,-4.716
WASP-47,e,102264230,0,0.7895933,0.0000044,-0.0000044,0,0.01673,0.00053,-0.00053,0,0.161,0.002,-0.002,0,0.03,0.036,-0.02,0,2457011.349,0.0003,-0.0003,0,,,,,,5552,75,-75,0,1.14,0.01,-0.01,0,331.203092,-12.019067,264.78,4.888,-4.716
WASP-48,b,284475976,0,2.14363,0.000003,-0.000003,0,0.03444,0.00045,-0.00045,0,1.5,0.2,-0.2,0,0,,,0,2456176.99,0.00012,-0.00012,0,,,,,,5920,150,-150,0,1.58,0.21,-0.21,0,291.1623865,55.4730273,454.144,4.465,-4.381
WASP-49,b,306362738,0,2.78174,0.000006,-0.000006,0,0.0379,0.001,-0.0011,0,1.11,0.11,-0.11,0,0,,,0,2458470.82,0.00011,-0.00011,0,,,,,G6 V,5600,150,-150,0,0.97,0.09,-0.09,0,91.0897193,-16.9653901,194.553,1.203,-1.189
WASP-5,b,184240683,0,1.6284279,0.0000022,-0.0000049,0,0.0267,0.0012,-0.0008,0,1.087,0.068,-0.071,0,0.038,0.026,-0.018,0,2454373.996,0.00025,-0.00019,0,,,,,G5,5700,100,-100,0,1.03,0.06,-0.07,0,359.3490277,-41.2772202,309.137,3.414,-3.341
WASP-50,b,382391899,0,1.9551,0.000005,-0.000005,0,0.0293,0.0013,-0.0013,0,1.166,0.043,-0.043,0,0.009,0.011,-0.006,0,2458411.093,0.000074,-0.000074,0,,,,,,5400,100,-100,0,0.84,0.03,-0.03,0,43.6880738,-10.8980242,184.848,1.879,-1.841
WASP-52,b,427685831,0,1.7497798,0.0000012,-0.0000012,0,0.0272,0.0003,-0.0003,0,1.27,0.03,-0.03,0,0,,,0,2455793.681,0.00009,-0.00009,0,,,,,K2 V,5000,100,-100,0,0.79,0.02,-0.02,0,348.4947931,8.7610793,174.818,1.343,-1.323
WASP-53,b,268766053,0,3.3098443,0.000002,-0.000002,0,0.04101,0.00083,-0.00091,0,1.074,0.037,-0.037,0,0.03,,,1,2455943.567,0.00011,-0.00012,0,,,,,,4953,60,-60,0,0.8,0.02,-0.02,0,31.9091639,-20.661843,201.338,1.38,-1.362
WASP-53,c,268766053,0,2840,170,-130,-1,3.73,0.16,-0.14,-1,,,,,0.8369,0.0069,-0.007,0,,,,,,,,,,4953,60,-60,0,0.8,0.02,-0.02,0,31.9091639,-20.661843,201.338,1.38,-1.362
WASP-54,b,61098812,0,3.69364,0.000006,-0.000006,0,0.04988,0.00043,-0.00045,0,1.58,0.17,-0.17,0,0.07,0.03,-0.03,0,2458931.236,0.00035,-0.00035,0,,,,,F9,6100,100,-100,0,1.76,0.19,-0.19,0,205.4542456,-0.1281712,251.303,4.478,-4.327
WASP-55,b,294301883,0,4.46563,0.000004,-0.000004,0,0.0558,0.0006,-0.0006,0,1.33,0.13,-0.13,0,0,,,0,2457220.529,0.000063,-0.000058,0,,,,,,5900,100,-100,0,1.09,0.11,-0.11,0,203.7581951,-17.5034961,297.462,3.959,-3.858
WASP-56,b,347329162,0,4.6171,0.000003,-0.000003,0,0.05614,0.0004,-0.00041,0,0.94,0.09,-0.09,0,0,,,0,2455841.609,0.00023,-0.00023,0,,,,,G6,5600,100,-100,0,0.96,0.09,-0.09,0,183.3660401,23.055687,321.084,5.4,-5.228
WASP-57,b,175772482,0,2.83891856,0.00000081,-0.00000081,0,0.03769,0.00097,-0.00097,0,1.05,0.053,-0.053,0,0.059,,,1,2456058.549,0.00016,-0.00016,0,,,,,G6,5600,100,-100,0,0.93,0.03,-0.03,0,223.8199788,-2.0576866,398.276,5.82,-5.657
WASP-58,b,424435940,0,5.01718,0.000011,-0.000011,0,0.0562,0.0019,-0.002,0,1.43,0.14,-0.14,0,0,,,0,2457120.578,0.00034,-0.00034,0,,,,,G2 V,5800,150,-150,0,1.22,0.11,-0.11,0,274.7012534,45.1722194,290.404,1.83,-1.808
WASP-59,b,91051152,0,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,0.775,0.068,-0.068,0,0.1,0.042,-0.042,0,2455830.956,0.00053,-0.00053,0,,,,,K5 V,4650,150,-150,0,0.61,0.04,-0.04,0,349.6229547,24.889277,115.936,0.574,-0.568
WASP-6,b,204376737,0,3.36101,0.0000028,-0.0000028,0,0.04217,0.00079,-0.0012,0,1.03,0.1,-0.1,0,0.05,0.02,-0.02,0,2455591.29,0.00007,-0.00007,0,,,,,,5450,100,-100,0,0.73,0.07,-0.07,0,348.1571282,-22.6741248,197.119,1.632,-1.607
WASP-60,b,288246496,0,4.305,0.000006,-0.000006,0,0.05548,0.00046,-0.00046,0,0.88,0.12,-0.12,0,0,,,0,2456952.433,0.00017,-0.00017,0,,,,,G1 V,5900,100,-100,0,1.17,0.15,-0.15,0,356.6667136,31.1559115,431.052,7.554,-7.303
WASP-61,b,13021029,0,3.8559,0.000003,-0.000003,0,0.0521,0.0008,-0.0008,0,1.41,0.22,-0.22,0,0,,,0,2456152.577,0.00023,-0.00023,0,,,,,,6250,150,-150,0,1.55,0.24,-0.24,0,75.2996637,-26.0541438,488.66,5.558,-5.436
WASP-62,b,149603524,0,4.41195,0.000003,-0.000003,0,0.0571,0.0005,-0.0005,0,1.32,0.08,-0.08,0,0,,,0,2459252.586,0.00004,-0.00004,0,,,,,,6230,80,-80,0,1.23,0.08,-0.08,0,87.1398205,-63.9883286,175.631,0.59,-0.586
WASP-63,b,393414358,0,4.37808,0.000006,-0.000006,0,0.0574,0.0007,-0.0007,0,1.41,0.14,-0.14,0,0,,,0,2458469.697,0.00018,-0.00018,0,,,,,,5550,100,-100,0,1.86,0.19,-0.19,0,94.3363562,-38.3233826,290.684,2.034,-2.008
WASP-64,b,52640302,0,1.5732918,0.0000015,-0.0000015,0,0.02648,0.00024,-0.00024,0,1.271,0.039,-0.039,0,0,,,0,2455582.602,0.00027,-0.00027,0,,,,,G7,5400,100,-100,0,1.06,0.03,-0.03,0,101.1149223,-32.8583878,369.926,3.026,-2.979
WASP-65,b,444013020,0,2.3114243,0.0000015,-0.0000015,0,0.0334,0.0016,-0.0017,0,1.112,0.059,-0.059,0,0,,,0,2456110.688,0.00015,-0.00015,0,,,,,G6,5600,100,-100,0,1.01,0.05,-0.05,0,133.3242982,8.5230171,273.703,2.733,-2.68
WASP-66,b,53735810,0,4.08605,0.000007,-0.000007,0,0.0546,0.0009,-0.0009,0,1.4,0.28,-0.28,0,0,,,0,2455929.097,0.00035,-0.00035,0,,,,,,6600,150,-150,0,1.76,0.35,-0.35,0,158.2250301,-34.9899074,500.258,13.509,-12.828
WASP-67,b,68952448,0,4.61442,0.00001,-0.00001,0,0.05179,0.0008,-0.00078,0,1.15,0.11,-0.11,0,0,,,0,2456618.054,0.00008,-0.00008,0,,,,,,5200,100,-100,0,0.88,0.08,-0.08,0,295.7438485,-19.9497314,189.469,1.557,-1.533
WASP-68,b,71841620,0,5.0843,0.000015,-0.000015,0,0.06206,0.00045,-0.0004,0,1.32,0.14,-0.14,0,0,,,0,2456064.864,0.0006,-0.00061,0,,,,,G0,5910,60,-60,0,1.79,0.19,-0.19,0,305.0957239,-19.3147271,226.399,1.621,-1.599
WASP-69,b,248853232,0,3.86814,0.000002,-0.000002,0,0.04525,0.00053,-0.00053,0,1.11,0.04,-0.04,0,0,,,0,2459798.775,0.000132,-0.000132,0,,,,,K5,4700,50,-50,0,0.86,0.03,-0.03,0,315.0259661,-5.094857,49.9605,0.132,-0.1313
WASP-7,b,389352124,0,4.9546416,0.0000035,-0.0000035,0,0.0617,0.0011,-0.0011,0,1.33,0.093,-0.093,0,0.034,0.045,-0.024,0,2455446.635,0.0003,-0.0003,0,,,,,,6400,100,-100,0,1.43,0.09,-0.09,0,311.0427558,-39.2254856,162.303,1.296,-1.276
WASP-70 A,b,442530946,0,3.7130203,0.0000047,-0.0000047,0,0.04853,0.00062,-0.00062,0,1.164,0.073,-0.102,0,0,,,0,2455736.503,0.00027,-0.00027,0,,,,,G4,5763,79,-79,0,1.22,0.06,-0.09,0,315.4771912,-13.4333821,222.355,2.888,-2.816
WASP-71,b,422655579,0,2.90367,0.000007,-0.000007,0,0.04622,0.00068,-0.00069,0,1.18,0.12,-0.12,0,0,,,0,2458413.142,0.00024,-0.00024,0,,,,,F8,6050,100,-100,0,1.82,0.19,-0.19,0,29.2634506,0.7588247,362.715,6.98,-6.725
WASP-72,b,122612091,0,2.21673,0.000002,-0.000002,0,0.03711,0.00048,-0.00051,0,1.29,0.18,-0.18,0,0,,,0,2459168.125,0.00023,-0.00024,0,,,,,F7,6250,100,-100,0,2.18,0.29,-0.29,0,41.0400779,-30.1690785,434.754,8.537,-8.221
WASP-73,b,231670397,0,4.08722,0.00022,-0.00022,0,0.05512,0.0006,-0.00053,0,1.42,0.22,-0.22,0,0,,,0,2458327.674,0.00032,-0.00032,0,,,,,F9,6030,120,-120,0,2.55,0.38,-0.38,0,319.9496969,-58.1489328,316.678,2.993,-2.938
WASP-74,b,244089109,0,2.13775,0.000001,-0.000001,0,0.03443,0.00036,-0.00036,0,1.36,0.1,-0.1,0,0,,,0,2457205.938,0.0001,-0.0001,0,,,,,F9,5990,110,-110,0,1.42,0.1,-0.1,0,304.538843,-1.0760033,149.216,1.149,-1.132
WASP-75,b,36592530,0,2.484193,0.000003,-0.000003,0,0.0375,0.0007,-0.0008,0,1.27,0.048,-0.048,0,0,,,0,2456016.267,0.0003,-0.0003,0,,,,,F9,6100,100,-100,0,1.26,0.04,-0.04,0,342.3858995,-10.6754686,294.001,4.412,-4.286
WASP-76,b,293435336,0,1.809886,0.000001,-0.000001,0,0.033,0.0005,-0.0005,0,1.83,0.06,-0.04,0,0,,,0,2456107.855,0.00034,-0.00034,0,,,,,F7,6250,100,-100,0,1.73,0.04,-0.04,0,26.632936,2.700389,194.459,6.206,-5.839
WASP-77 A,b,1129033,0,1.36002854,0.00000062,-0.00000062,0,0.02335,0.00045,-0.00043,0,1.23,0.031,-0.029,0,0.0074,0.0069,-0.0049,0,2457420.884,0.0008,-0.00085,0,,,,,G8 V,5617,72,-72,0,0.91,0.03,-0.02,0,37.1555223,-7.0606675,105.166,1.209,-1.182
WASP-78,b,139528693,0,2.17518,0.000005,-0.000005,0,0.03488,0.0007,-0.00076,0,1.93,0.45,-0.45,0,0,,,0,2458440.377,0.00022,-0.00022,0,,,,,,6100,150,-150,0,2.46,0.58,-0.58,0,63.7562662,-22.1163901,754.258,17.102,-16.373
WASP-79,b,170634116,0,3.662392,0.000004,-0.000004,0,0.0519,0.0008,-0.0008,0,1.53,0.04,-0.04,0,0,,,0,2458160.187,0.000039,-0.000039,0,,,,,F5,6600,100,-100,0,1.51,0.04,-0.03,0,66.3709016,-30.6004362,246.69,1.82,-1.794
WASP-8,b,183532609,0,8.15872,0.000015,-0.000015,0,0.0801,0.0015,-0.0015,0,1.13,0.05,-0.05,0,0.31,0,0,0,2460202.793,0.000182,-0.000182,0,2454679.334,0.00047,-0.00047,0,G8 V,5600,80,-80,0,1.03,0.04,-0.04,0,359.9008737,-35.0313349,89.9606,0.3648,-0.3618
WASP-8,c,183532609,0,4323,740,-380,0,5.28,0.63,-0.34,0,1.12,,,0,0,0,0,0,,,,,2452613,330,-610,0,G8 V,5690,36,-36,0,0.99,0.03,-0.01,0,359.9008737,-35.0313349,89.9606,0.3648,-0.3618
WASP-80,b,243921117,0,3.06785234,0.00000083,-0.00000079,0,0.0344,0.001,-0.0011,0,0.999,0.03,-0.031,0,0.002,0.01,-0.002,0,2456487.425,0.000023,-0.000025,0,,,,,K7-M0 V,4143,92,-94,0,0.59,0.02,-0.02,0,303.1667996,-2.1444369,49.7876,0.11605,-0.11605
WASP-81,b,399402994,0,2.7164762,0.0000023,-0.0000023,0,0.03908,0.0007,-0.00072,0,1.429,0.051,-0.046,0,0.066,,,1,2456195.575,0.00023,-0.0002,0,,,,,,5870,120,-120,0,1.28,0.04,-0.04,0,304.2079924,3.2939492,398.505,7.132,-6.889
WASP-82,b,452808876,0,2.70579,0.000002,-0.000002,0,0.0447,0.0007,-0.0007,0,1.62,0.13,-0.13,0,0,,,0,2458449.79,0.00017,-0.00016,0,,,,,F5,6480,90,-90,0,2.1,0.16,-0.16,0,72.6605916,1.8938365,275.664,3.122,-3.055
WASP-83,b,286865921,0,4.971252,0.000015,-0.000015,0,0.059,0.001,-0.001,0,1.04,0.08,-0.05,0,0,,,0,2455928.885,0.0004,-0.0004,0,,,,,G8,5510,110,-110,0,1.05,0.06,-0.04,0,190.1519558,-19.2843527,271.103,3.716,-3.618
WASP-84,b,350293646,0,8.52349648,0.0000006,-0.0000006,0,0.0778,0.0021,-0.0021,0,0.956,0.024,-0.024,0,0.077,,,1,2457956.712,0.00011,-0.00011,0,,,,,K0,5280,80,-80,0,0.75,0.02,-0.02,0,131.1069959,1.8598933,100.588,0.489,-0.484
WASP-84,c,350293646,0,1.4468849,0.0000022,-0.0000016,0,0.02359,0.001,-0.001,0,0.174,0.011,-0.011,0,,,,,2457952.454,0.0018,-0.0031,0,,,,,K0,5280,80,-80,0,0.75,0.02,-0.02,0,131.1069959,1.8598933,100.588,0.489,-0.484
WASP-85 A,b,380619414,0,2.6556777,0.00000044,-0.00000044,0,0.039,0.001,-0.001,0,1.24,0.03,-0.03,0,0,,,0,2456847.473,0.000014,-0.000014,0,,,,,G5 V,6112,27,-27,0,0.94,0.02,-0.02,0,175.9080328,6.5637842,141.887,1.229,-1.208
WASP-87,b,15445551,0,1.682795,0.0000019,-0.0000019,0,0.02946,0.00075,-0.00075,0,1.385,0.06,-0.06,0,0,,,0,2457082.077,0.00021,-0.00021,0,,,,,,6450,120,-120,0,1.63,0.06,-0.06,0,185.3246821,-52.8408163,298.392,3.622,-3.536
WASP-88,b,100566492,0,4.954,0.000019,-0.000019,0,0.06431,0.00065,-0.00062,0,1.46,0.21,-0.21,0,0,,,0,2458005.518,0.0006,-0.0006,0,,,,,F6,6430,130,-130,0,1.8,0.26,-0.26,0,309.5112337,-48.4620833,523.756,8.792,-8.511
WASP-89,b,77202722,0,3.3564227,0.0000025,-0.0000025,0,0.0427,0.0012,-0.0012,0,1.04,0.04,-0.04,0,0.193,0.009,-0.009,0,2456207.021,0.00012,-0.00012,0,,,,,K3,5130,90,-90,0,0.88,0.03,-0.03,0,313.9000261,-18.9714084,290.946,2.692,-2.645
WASP-90,b,459730973,0,3.916243,0.000003,-0.000003,0,0.0562,0.0012,-0.0012,0,1.63,0.09,-0.09,0,0,,,0,2456235.564,0.0005,-0.0005,0,,,,,F6,6430,130,-130,0,1.98,0.09,-0.09,0,315.5319489,7.0562793,466.433,19.928,-18.384
WASP-91,b,238176110,0,2.798581,0.000003,-0.000003,0,0.037,0.001,-0.001,0,1.03,0.04,-0.04,0,0,,,0,2456297.719,0.0002,-0.0002,0,,,,,K3,4920,80,-80,0,0.86,0.03,-0.03,0,357.846434,-70.1528621,149.942,0.519,-0.516
WASP-92,b,162689341,0,2.1746742,0.0000016,-0.0000016,0,0.0348,0.00036,-0.00036,0,1.461,0.077,-0.077,0,0,,,0,2456381.283,0.00027,-0.00027,0,,,,,F7,6280,120,-120,0,1.34,0.06,-0.06,0,246.6920395,51.0411328,575.889,6.527,-6.385
WASP-93,b,240681314,0,2.7325321,0.000002,-0.000002,0,0.04211,0.00035,-0.00035,0,1.597,0.077,-0.077,0,0,,,0,2456079.564,0.00045,-0.00045,0,,,,,F4,6700,100,-100,0,1.52,0.04,-0.04,0,9.4587443,51.288778,370.284,7.938,-7.617
WASP-94 A,b,92352620,0,3.95019,0.000004,-0.000004,0,0.055,0.001,-0.001,0,1.58,0.13,-0.13,0,0,,,0,2458328.299,0.00015,-0.00015,0,,,,,F8,6170,80,-80,0,1.48,0.12,-0.12,0,313.7832393,-34.1357512,211.211,2.513,-2.454
WASP-94 B,b,92352621,0,2.00839,0.00024,-0.00024,0,0.0335,0.0006,-0.0005,0,1.26,,,0,0,,,0,,,,,2456574.359,0.023,-0.022,0,F9,6040,90,-90,0,1.35,0.12,-0.12,0,313.7882932,-34.135724,208.696,2.064,-2.024
WASP-95,b,144065872,0,2.18467,0.000001,-0.000001,0,0.03416,0.00083,-0.00083,0,1.23,0.09,-0.09,0,0,,,0,2458326.506,0.00007,-0.00007,0,,,,,G2,5830,140,-140,0,1.23,0.09,-0.09,0,337.4578243,-48.0030988,137.544,0.795,-0.786
WASP-96,b,160148385,0,3.4252602,0.0000027,-0.0000027,0,0.0453,0.0013,-0.0013,0,1.2,0.06,-0.06,0,0,,,0,2456258.062,0.0002,-0.0002,0,,,,,G8,5540,140,-140,0,1.05,0.05,-0.05,0,1.0465696,-47.3606352,352.464,4.746,-4.623
WASP-97,b,230982885,0,2.07276,0.000001,-0.000001,0,0.03303,0.00056,-0.00056,0,1.14,0.06,-0.06,0,0,,,0,2458355.49,0.000062,-0.000062,0,,,,,G5,5640,100,-100,0,1.08,0.06,-0.06,0,24.6051389,-55.7720006,151.068,0.511,-0.507
WASP-98,b,166833457,0,2.96264036,0.00000043,-0.00000043,0,0.03762,0.001,-0.001,0,1.144,0.034,-0.034,0,0.07,,,1,2456333.392,0.000082,-0.000082,0,,,,,G7,5473,121,-121,0,0.74,0.02,-0.02,0,58.4290113,-34.3282716,281.742,1.631,-1.612
WASP-99,b,166836920,0,5.75251,0.00004,-0.00004,0,0.0717,0.0016,-0.0016,0,1.02,0.06,-0.06,0,0,,,0,2459141.549,0.00018,-0.00018,0,,,,,F8,6150,100,-100,0,1.64,0.09,-0.09,0,39.8976689,-50.0081934,158.66,0.809,-0.8
WD 0806-661,b,306826966,0,,,,,2500,,,0,1.12,,,0,,,,,,,,,,,,,DQ,9552,54.33,-1930.5,0,,,,,121.7275683,-66.3058835,19.2444,0.0073,-0.0073
WD 1856+534,b,267574918,0,1.4079405,0.0000011,-0.0000011,0,0.0204,0.0012,-0.0012,0,0.928,0.089,-0.089,0,0,,,0,2458779.375,0.000003,-0.000003,0,,,,,,4710,60,-60,0,0.01,0,0,0,284.415675,53.5090244,24.7359,0.0435,-0.0433
WISE J033605.05-014350.4,b,,0,2560,730,-730,0,0.97,0.05,-0.05,0,1.12,,,0,,,,,,,,,,,,,,415,20,-20,0,,,,,54.0210417,-1.7306944,,,
WISEP J121756.91+162640.2 A,b,,0,,,,,8,1.3,-1.3,0,0.934,0.029,-0.029,0,,,,,,,,,,,,,T8.5,575,25,-25,0,0.09,0,0,0,184.487125,16.4445,10.1,1.9,-1.4
WTS-1,b,138488806,0,3.352057,0.000013,-0.000015,0,0.047,0.001,-0.001,0,1.49,0.16,-0.18,0,0.1,,,1,2454318.747,0.0043,-0.0036,0,,,,,F6 V,6250,200,-200,0,1.15,0.1,-0.12,0,293.9850284,36.2962939,2346.01,341.4,-265.8
WTS-2,b,138359318,0,1.0187068,0.00000065,-0.00000065,0,0.01855,0.00062,-0.00062,0,1.363,0.061,-0.061,0,0,,,0,2454317.813,0.00065,-0.00065,0,,,,,K2 V,5000,250,-250,0,0.75,0.03,-0.03,0,293.7327826,36.8154936,1030.768344,143.3254939,-143.3254939
Wendelstein-1,b,75262942,0,2.663416,0.000001,-0.000001,0,0.0282,0.0015,-0.0015,0,1.031,0.006,-0.006,0,0.012,,,1,2455367.738,0.000014,-0.000014,0,,,,,K7 V,4251,175,-175,0,0.61,0.09,-0.09,0,299.0506412,17.5699627,305.3,3.002,-2.945
Wendelstein-2,b,209752908,0,1.7522239,0.0000008,-0.0000008,0,0.0234,0.0015,-0.0015,0,1.159,0.02,-0.021,0,0.057,,,1,2455679.254,0.000013,-0.000013,0,,,,,K6 V,4591,195,-195,0,0.66,0.1,-0.1,0,297.7909214,16.9125679,565.541,14.296,-13.619
Wolf 1061,b,413948621,0,4.8869,0.0005,-0.0005,0,0.0375,0.0012,-0.0013,0,0.108,,,0,0.15,0.13,-0.1,0,,,,,,,,,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,247.5748276,-12.6676866,4.30592,0.00118,-0.00118
Wolf 1061,c,413948621,0,17.8719,0.0059,-0.0059,0,0.089,0.0029,-0.0031,0,0.148,,,0,0.11,0.1,-0.07,0,,,,,,,,,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,247.5748276,-12.6676866,4.30592,0.00118,-0.00118
Wolf 1061,d,413948621,0,217.21,0.55,-0.52,0,0.47,0.015,-0.017,0,0.24,,,0,0.55,0.08,-0.09,0,,,,,,,,,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,247.5748276,-12.6676866,4.30592,0.00118,-0.00118
Wolf 1069,b,352617553,0,15.564,0.015,-0.015,0,0.0672,0.0014,-0.0014,0,0.096,,,0,,,,,,,,,2458511.63,0.45,-0.46,0,M5.0 V,3158,54,-54,0,0.18,0.01,-0.01,0,306.5242477,58.5753044,9.58341,0.00485,-0.00485
Wolf 503,b,187278212,0,6.00127,0.000021,-0.000021,0,0.05712,0.00063,-0.00045,0,0.182,0.006,-0.006,0,0.409,0.085,-0.085,0,2458191.361,0.00011,-0.00011,0,,,,,K3.5 V,4716,60,-60,0,0.69,0.02,-0.02,0,206.8461979,-6.1393369,44.526,0.0964,-0.0961
XO-1,b,236312126,0,3.94153,0.000027,-0.000027,0,0.0488,0.0005,-0.0005,0,1.14,0.07,-0.07,0,0,,,0,2455385.52,0.00005,-0.00005,0,,,,,G1 V,5750,75,-75,0,0.88,0.05,-0.05,0,240.5492745,28.1696248,163.553,0.622,-0.617
XO-2 N,b,356473034,0,2.61586178,,,0,0.0368,,,0,0.993,0.012,-0.012,0,0.028,0.038,-0.022,0,2454508.738,0.00014,-0.00016,0,,,,,K0 V,5340,50,-50,0,0.99,0.01,-0.01,0,117.0267691,50.2251472,154.273,1.459,-1.433
XO-2 S,b,356473029,0,18.157,0.034,-0.034,0,0.13,0,0,0,0.971,,,0,0.18,0.04,-0.04,0,,,,,2456413.11,0.82,-0.86,0,,5399,55,-55,0,1,0.04,-0.04,0,117.0309753,50.2169068,151.398,0.955,-0.944
XO-2 S,c,356473029,0,120.8,0.34,-0.34,0,0.4756,0.0087,-0.0087,0,1.21,,,0,0.1528,0.0094,-0.0098,0,,,,,2456408.1,1.8,-1.9,0,,5399,55,-55,0,1.02,0.09,-0.07,0,117.0309753,50.2169068,151.398,0.955,-0.944
XO-3,b,8400842,0,3.19154,0.00014,-0.00014,0,0.0476,0.0005,-0.0005,0,1.41,0.12,-0.12,0,0.29,0,0,0,2455024.343,0.00013,-0.00013,0,2454024.728,0.057,-0.057,0,F5V,6429,50,-50,0,1.54,0.11,-0.11,0,65.4695814,57.8172095,213.053,2.724,-2.658
XO-4,b,51234631,0,4.12508,0.000004,-0.000004,0,0.05524,0.00027,-0.00028,0,1.25,0.08,-0.08,0,0,,,0,2455682.204,0.00023,-0.00023,0,,,,,F5 V,6397,70,-70,0,1.45,0.09,-0.09,0,110.3880285,58.2681094,272.655,2.914,-2.855
XO-5,b,9155187,0,4.1877558,0.0000006,-0.0000006,0,0.0515,0.0005,-0.0005,0,1.14,0.03,-0.03,0,0,,,0,2456864.313,0.0002,-0.0002,0,2464186.946,,,0,G8 V,5430,70,-70,0,1.13,0.03,-0.03,0,116.7163868,39.0944695,276.211,3.919,-3.812
XO-6,b,138168780,0,3.7650007,0.0000081,-0.0000081,0,0.0815,0.0077,-0.0077,0,2.07,0.22,-0.22,0,0,,,0,2456652.712,0.00055,-0.00055,0,,,,,F5,6720,100,-100,0,1.93,0.18,-0.18,0,94.7929552,73.8275672,235.479,2.443,-2.393
XO-7,b,268403451,0,2.8641424,0.0000043,-0.0000043,0,0.04421,0.00062,-0.00062,0,1.373,0.026,-0.026,0,0.038,0.033,-0.033,0,2457917.475,0.00045,-0.00045,0,,,,,G0 V,6250,100,-100,0,1.48,0.02,-0.02,0,277.4780753,85.2333208,234.149,1.194,-1.181
YSES 2,b,295777692,0,,,,,115,,,0,1.14,,,0,,,,,,,,,,,,,K1 V,4749,40,-40,0,1.19,0.02,-0.02,0,171.9802779,-66.4345736,109.406,0.374,-0.373
YZ Cet,b,439403362,0,2.02087,0.00007,-0.00009,0,0.01634,0.00035,-0.00041,0,0.081,,,0,0.06,0.06,-0.04,0,,,,,2452996.25,0.21,-0.17,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,18.1330792,-16.9962434,3.71207,0.00109,-0.00109
YZ Cet,c,439403362,0,3.05989,0.0001,-0.0001,0,0.02156,0.00046,-0.00054,0,0.093,,,0,0,,,0,,,,,2452997.62,0.15,-0.16,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,18.1330792,-16.9962434,3.71207,0.00109,-0.00109
YZ Cet,d,439403362,0,4.65626,0.00028,-0.00029,0,0.02851,0.00061,-0.00071,0,0.092,,,0,0.07,0.04,-0.05,0,,,,,2452996.83,0.3,-0.29,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,18.1330792,-16.9962434,3.71207,0.00109,-0.00109
alf Ari,b,306349516,0,380.8,0.3,-0.3,0,1.2,,,0,1.2,,,0,0.25,0.03,-0.03,0,,,,,2451213.52,7.36,-7.36,0,K2III,4553,15,,0,13.9,0.3,,0,31.793286,23.462421,20.21019,0.404367,-0.404367
