pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-126,c,25155310,0,7.63,0.17,-0.17,0,,,,,0.837,,,0,0.05,,,1,,,,,,,,,G2,5800,,,0,1.27,,,0,63.374706,-69.2265926,216.526,0.936,-0.928
WASP-127,b,169226822,0,4.17806203,0.00000088,-0.00000053,0,0.0484,0.00136,-0.00095,0,1.311,0.025,-0.029,0,0,,,0,2456776.621,0.00023,-0.00028,0,,,,,,5620,85,-85,0,1.33,0.03,-0.03,0,160.5587646,-3.8349989,159.507,1.21,-1.191
WASP-129,b,61538902,0,5.748145,0.000004,-0.000004,0,0.0628,0.0007,-0.0007,0,0.93,0.03,-0.03,0,0.096,,,1,2457027.437,0.0002,-0.0002,0,,,,,G1,5900,100,-100,0,0.9,0.02,-0.02,0,176.2990518,-42.0639575,301.462,3.38,-3.307
WASP-13,b,8767448,0,4.35301,0.000003,-0.000003,0,0.05362,0.00074,-0.00085,0,1.22,0.14,-0.14,0,0,,,0,2458883.803,0.00022,-0.00022,0,,,,,,5950,70,-70,0,1.37,0.15,-0.15,0,140.1029654,33.8823291,227.537,3.11,-3.028
WASP-130,b,243200602,0,11.55098,0.00001,-0.00001,0,0.1012,0.0014,-0.0014,0,0.89,0.03,-0.03,0,0,,,0,2456921.143,0.00025,-0.00025,0,,,,,G6,5625,90,-90,0,0.96,0.03,-0.03,0,203.1060194,-42.4752733,172.256,1.39,-1.368
WASP-131,b,271168962,0,5.322023,0.000005,-0.000005,0,0.0607,0.0009,-0.0009,0,1.22,0.05,-0.05,0,0,,,0,2456919.824,0.0004,-0.0004,0,,,,,G0,6030,90,-90,0,1.53,0.05,-0.05,0,210.1935714,-30.5836084,200.075,2.659,-2.591
WASP-132,b,127530399,0,7.133514,0.000004,-0.000004,0,0.067,0.001,-0.001,0,0.897,0.03,-0.03,0,0.07,0.15,-0.05,0,2459337.608,0.0002,-0.0002,0,,,,,K4,4714,87,-88,0,0.75,0.03,-0.03,0,217.6091998,-46.159516,122.91,0.568,-0.562
WASP-132,c,127530399,0,1.011534,0.000005,-0.000005,0,0.0182,0.0003,-0.0003,0,0.165,0.009,-0.009,0,0.13,0.2,-0.09,0,2458597.576,0.0024,-0.0024,0,,,,,K4,4714,87,-88,0,0.75,0.03,-0.03,0,217.6091998,-46.159516,122.91,0.568,-0.562
WASP-133,b,92449173,0,2.176423,0.000001,-0.000001,0,0.0345,0.0007,-0.0007,0,1.21,0.05,-0.05,0,0.17,,,1,2457116.987,0.0002,-0.0002,0,,,,,G4,5700,100,-100,0,1.44,0.05,-0.05,0,314.5754375,-35.7966224,559.084,16.967,-16.012
WASP-135,b,308172249,0,1.4013794,0.0000008,-0.0000008,0,0.0243,0.0005,-0.0005,0,1.3,0.09,-0.09,0,0,,,0,2455230.99,0.0009,-0.0009,0,,,,,G5 V,5675,60,-60,0,0.96,0.05,-0.05,0,267.2848846,29.8790428,298.214,1.42,-1.407
WASP-136,b,176220787,0,5.215357,0.000006,-0.000006,0,0.0661,0.0012,-0.0012,0,1.38,0.16,-0.16,0,,,,,2456776.906,0.00109,-0.00109,0,,,,,,6260,100,-100,0,2.21,0.22,-0.22,0,0.325761,-8.9262512,275.587,4.606,-4.46
WASP-138,b,35857242,0,3.634433,0.000005,-0.000005,0,0.0494,0.0007,-0.0007,0,1.09,0.05,-0.05,0,,,,,2457326.622,0.000319,-0.000319,0,,,,,,6272,96,-96,0,1.36,0.05,-0.05,0,41.6391598,-0.4641252,414.234,7.647,-7.379
WASP-139,b,159951311,0,5.924262,0.000004,-0.000004,0,0.062,0.002,-0.002,0,0.8,0.05,-0.05,0,0,,,0,2457196.793,0.0003,-0.0003,0,,,,,K0,5310,90,-90,0,0.8,0.04,-0.04,0,49.562173,-41.3020235,212.472,1.11,-1.098
WASP-14,b,347430350,0,2.24375,0.00001,-0.00001,0,0.037,0.001,-0.001,0,1.38,0.08,-0.08,0,0.09,0,0,0,2455643.798,0.00011,-0.00011,0,,,,,,6475,100,-100,0,1.4,0.08,-0.08,0,218.2766247,21.8946875,161.997,0.81,-0.802
WASP-140,b,178284730,0,2.2359835,0.0000008,-0.0000008,0,0.0323,0.0005,-0.0005,0,1.44,0.42,-0.18,0,0.047,0.0035,-0.0035,0,2456912.351,0.00015,-0.00015,0,,,,,K0,5260,100,-100,0,0.87,0.04,-0.04,0,60.3855387,-20.4509991,117.598,0.601,-0.594
WASP-141,b,117979897,0,3.310651,0.000005,-0.000005,0,0.0469,0.0007,-0.0007,0,1.21,0.08,-0.08,0,0,,,0,2457019.595,0.0003,-0.0003,0,,,,,F9,5900,120,-120,0,1.37,0.07,-0.07,0,71.8244347,-17.1151736,516.543,8.641,-8.366
WASP-142,b,423275733,0,2.052868,0.000002,-0.000002,0,0.0347,0.0007,-0.0007,0,1.53,0.08,-0.08,0,0,,,0,2457007.778,0.0004,-0.0004,0,,,,,F8,6010,140,-140,0,1.64,0.08,-0.08,0,140.5063164,-23.946102,730.933,24.175,-22.702
WASP-144,b,207077681,0,2.2783152,0.0000013,-0.0000013,0,0.0316,0.0005,-0.0005,0,0.85,0.05,-0.05,0,0,,,0,2457157.275,0.00015,-0.00015,0,,,,,K2 V,5200,140,-140,0,0.81,0.04,-0.04,0,320.7628761,-40.0484393,355.513,10.668,-10.075
WASP-145 A,b,381856447,0,1.7690381,0.0000008,-0.0000008,0,0.0261,0.0005,-0.0005,0,0.9,0.4,-0.4,0,0,,,0,2456844.165,0.00026,-0.00026,0,,,,,K2 V,4900,150,-150,0,0.68,0.07,-0.07,0,322.2537644,-58.8361466,91.299,0.2415,-0.2403
WASP-147,b,114749636,0,4.60273,0.000027,-0.000027,0,0.0549,0.0012,-0.0013,0,1.115,0.14,-0.093,0,0,,,0,2456562.595,0.0013,-0.0013,0,,,,,G4,5702,100,-100,0,1.43,0.14,-0.08,0,359.1915117,-22.1532316,436.098,9.35,-8.973
WASP-148,b,115524421,0,8.803809,0.000043,-0.000043,0,0.08215,0.00086,-0.0015,0,0.756,0.013,-0.017,0,0.208,0.02,-0.025,0,2457957.488,0.006,-0.006,0,2457957,0.43,-0.43,0,G,5555,90,-90,0,0.91,0.01,-0.01,0,254.1305022,44.3025361,246.353,1.575,-1.555
WASP-148,c,115524421,0,34.524,0.029,-0.029,0,0.2044,0.0021,-0.0038,0,1.24,,,0,0.1809,0.018,-0.0072,0,2457935.6,1.2,-1.2,0,2457931.4,1.5,-1.5,0,G,5555,90,-90,0,0.91,0.01,-0.01,0,254.1305022,44.3025361,246.353,1.575,-1.555
WASP-15,b,111991770,0,3.7521,0.00001,-0.00001,0,0.05165,0.00067,-0.00067,0,1.41,0.36,-0.36,0,0,,,0,2456036.761,0.00015,-0.00015,0,,,,,F7,6300,100,-100,0,1.48,0.38,-0.38,0,208.9280111,-32.1597118,282.091,3.371,-3.294
WASP-150,b,321668398,0,5.644207,0.000003,-0.000004,0,0.0694,0.0011,-0.0008,0,1.07,0.024,-0.025,0,0.3775,0.0038,-0.0029,0,2457217.261,0.0004,-0.0004,0,,,,,F8,6218,49,-45,0,1.65,0.02,-0.03,0,264.2630197,53.0212751,527.995,5.817,-5.694
WASP-151,b,262662119,0,4.5334775,0.0000023,-0.0000023,0,0.055,0.00084,-0.00084,0,1.187,0.021,-0.021,0,0,,,0,2457763.676,0.00004,-0.00004,0,,,,,G1,5871,57,-57,0,1.18,0.02,-0.02,0,349.0634651,0.3066895,453.099,10.052,-9.633
WASP-153,b,157586003,0,3.332609,0.000002,-0.000002,0,0.048,0.001,-0.001,0,1.55,0.1,-0.08,0,0.009,,,1,2453142.542,0.003,-0.003,0,,,,,G0,5914,64,-64,0,1.73,0.1,-0.09,0,279.2624729,40.0186905,610.176,9.017,-8.762
WASP-156,b,270380593,0,3.836169,0.000003,-0.000003,0,0.0453,0.0009,-0.0009,0,0.51,0.02,-0.02,0,0.007,,,1,2454677.707,0.002,-0.002,0,,,,,K3,4910,61,-61,0,0.76,0.03,-0.03,0,32.782085,2.4181937,122.066,0.648,-0.641
WASP-157,b,179012583,0,3.951623,0.000018,-0.000018,0,0.0499,0.0006,-0.0006,0,0.998,0.025,-0.025,0,0,,,0,2457222.239,0.00019,-0.00019,0,,,,,G2 V,5772,86,-86,0,1.1,0.03,-0.03,0,201.6551525,-8.3176353,334.037,6.51,-6.27
WASP-158,b,37718056,0,3.656333,0.000004,-0.000004,0,0.0517,0.0018,-0.0018,0,1.07,0.15,-0.15,0,0,,,0,2457619.92,0.001,-0.001,0,,,,,F6 V,6350,150,-150,0,1.39,0.18,-0.18,0,4.1463468,-10.9764226,524.993,12.575,-12.01
WASP-159,b,77156657,0,3.840401,0.000007,-0.000007,0,0.0538,0.0015,-0.0015,0,1.38,0.09,-0.09,0,0,,,0,2457668.085,0.0009,-0.0009,0,,,,,F9,6120,140,-140,0,2.11,0.1,-0.1,0,68.1364792,-38.9682973,715.383,10.775,-10.466
WASP-16,b,46096489,0,3.1186,0.000014,-0.000014,0,0.0415,0.00077,-0.00077,0,1.22,0.1,-0.1,0,0,,,0,2455732.076,0.00022,-0.00022,0,,,,,,5700,150,-150,0,1.14,0.09,-0.09,0,214.6830109,-20.2754374,194.134,1.944,-1.907
WASP-160 B,b,32949762,0,3.7684952,0.0000035,-0.0000035,0,0.0452,0.0012,-0.0012,0,1.09,0.047,-0.041,0,0,,,0,2457383.655,0.00021,-0.00021,0,,,,,K0 V,5298,99,-99,0,0.87,0.03,-0.03,0,87.679561,-27.6233218,288.326,2.036,-2.008
WASP-161,b,50712784,0,5.4060425,0.0000048,-0.0000048,0,0.0673,0.0023,-0.0023,0,1.143,0.065,-0.058,0,,,,,2457416.529,0.0011,-0.0011,0,,,,,,6400,100,-100,0,1.71,0.08,-0.07,0,126.3378248,-11.5009889,343.08,4.142,-4.046
WASP-162,b,308098254,0,9.62468,0.00001,-0.00001,0,0.0871,0.0013,-0.0013,0,1,0.05,-0.05,0,0.434,0.005,-0.005,0,2457701.382,0.0006,-0.0006,0,,,,,K0,5300,100,-100,0,1.11,0.05,-0.05,0,168.2929079,-17.6577794,310.841,4.122,-4.017
WASP-163,b,145368316,0,1.6096884,0.0000015,-0.0000015,0,0.0266,0.0014,-0.0014,0,1.202,0.097,-0.097,0,,,,,2457918.462,0.0004,-0.0004,0,,,,,,5500,200,-200,0,1.01,0.07,-0.07,0,256.5375549,-10.4130071,261.386,3.663,-3.564
WASP-164,b,237320326,0,1.7771255,0.0000028,-0.0000028,0,0.02818,0.00065,-0.00072,0,1.128,0.041,-0.043,0,0,,,0,2457203.854,0.0002,-0.0002,0,,,,,G2 V,5806,190,-200,0,0.93,0.03,-0.03,0,344.8735878,-60.4478194,327.506,4.012,-3.918
WASP-165,b,228381868,0,3.465509,0.000023,-0.000023,0,0.04823,0.00091,-0.00092,0,1.26,0.19,-0.17,0,0,,,0,2457649.711,0.00093,-0.00093,0,,,,,G6,5599,150,-150,0,1.75,0.18,-0.18,0,357.5806472,-17.0775947,602.236,28.638,-26.194
WASP-166,b,408310006,0,5.44354,0.000004,-0.000004,0,0.0641,0.0011,-0.0011,0,0.63,0.03,-0.03,0,0,,,0,2457664.329,0.0006,-0.0006,0,,,,,F9 V,6050,50,-50,0,1.29,0.06,-0.03,0,144.8751047,-20.9824191,114.173,0.591,-0.586
WASP-167,b,104024556,0,2.0219596,0.0000006,-0.0000006,0,0.0365,0.0006,-0.0006,0,1.58,0.05,-0.05,0,,,,,2456592.464,0.0002,-0.0002,0,,,,,F1 V,7000,250,-250,0,1.79,0.05,-0.05,0,196.0437932,-35.5495292,423.552,10.91,-10.385
WASP-168,b,232038798,0,4.153658,0.000003,-0.000003,0,0.0519,0.0008,-0.0008,0,1.5,0.5,-0.3,0,0,,,0,2457424.528,0.0004,-0.0004,0,,,,,F9 V,6000,100,-100,0,1.12,0.06,-0.06,0,96.7446427,-46.8213635,303.941,1.911,-1.888
WASP-169,b,386259537,0,5.6114118,0.0000092,-0.0000092,0,0.0681,0.0014,-0.0014,0,1.304,0.15,-0.073,0,0,,,0,2457697.018,0.0014,-0.0014,0,,,,,F8,6110,101,-101,0,2.01,0.19,-0.09,0,127.3872297,-12.9447683,627.066,14.159,-13.559
WASP-17,b,66818296,0,3.73543,0.000008,-0.000008,0,0.0515,0.00034,-0.00034,0,1.87,0.24,-0.24,0,0,,,0,2454592.802,0.00005,-0.00005,0,,,,,F4,6550,100,-100,0,1.49,0.19,-0.19,0,239.9622479,-28.0617941,405.908,8.779,-8.421
WASP-170,b,118956453,0,2.34478022,0.0000036,-0.0000036,0,0.0337,0.0018,-0.0018,0,1.096,0.085,-0.085,0,,,,,2457802.392,0.0002,-0.0002,0,,,,,,5600,150,-150,0,0.94,0.06,-0.06,0,135.4163028,-20.7203686,305.603,3.71,-3.623
WASP-171,b,162922904,0,3.8186244,0.0000038,-0.0000038,0,0.0504,0.00083,-0.00083,0,0.98,0.07,-0.04,0,0,,,0,2458059.83,0.0011,-0.0011,0,,,,,G0,5965,100,-100,0,1.64,0.09,-0.05,0,171.8450533,-44.0887035,757.84,19.761,-18.798
WASP-172,b,453789494,0,5.477433,0.000007,-0.000007,0,0.0694,0.0011,-0.0011,0,1.57,0.1,-0.1,0,0,,,0,2457032.262,0.0005,-0.0005,0,,,,,F1 V,6900,140,-140,0,1.91,0.1,-0.1,0,199.433742,-47.2375748,538.11,15.269,-14.463
WASP-173 A,b,77031414,0,1.38665318,0.00000027,-0.00000027,0,0.0248,0.0006,-0.0006,0,1.2,0.06,-0.06,0,0,,,0,2457288.859,0.0002,-0.0002,0,,,,,G3,5800,140,-140,0,1.11,0.05,-0.05,0,354.1686959,-34.6113042,232.98,1.79,-1.763
WASP-174,b,102192004,0,4.2337005,0.0000018,-0.0000018,0,0.05503,0.00056,-0.00056,0,1.437,0.05,-0.05,0,0,,,0,2458545.527,0.00014,-0.00014,0,,,,,F6 V,6399,68,-68,0,1.35,0.02,-0.02,0,195.7940145,-41.3848617,410.149,10.376,-9.884
WASP-175,b,448589187,0,3.0652907,0.0000011,-0.0000016,0,0.04403,0.00055,-0.00055,0,1.208,0.081,-0.081,0,0,,,0,2457143.789,0.00034,-0.00034,0,,,,,F7,6229,100,-100,0,1.2,0.06,-0.06,0,166.3187996,-34.1227453,539.36,11.942,-11.444
WASP-176,b,375942197,0,3.899052,0.000005,-0.000005,0,0.0535,0.001,-0.0019,0,1.505,0.05,-0.045,0,0,,,0,2458234.177,0.0007,-0.0007,0,,,,,F9,5941,77,-79,0,1.93,0.05,-0.04,0,313.6872928,9.1790688,568.42,11.93,-11.458
WASP-177,b,439842788,0,3.071722,0.000001,-0.000001,0,0.03957,0.00058,-0.00058,0,1.58,0.66,-0.36,0,,,,,2457994.371,0.00028,-0.00028,0,,,,,K2,5017,70,-70,0,0.89,0.05,-0.05,0,334.7969885,-1.8344301,176.818,2.428,-2.364
WASP-178,b,160708862,0,3.3448285,0.0000012,-0.0000012,0,0.0558,0.001,-0.001,0,1.81,0.09,-0.09,0,0,,,0,2456927.068,0.00047,-0.00047,0,,,,,A1 IV-V,9360,150,-150,0,1.67,0.07,-0.07,0,227.270329,-42.7049658,427.678,11.35,-10.786
WASP-18,b,100100827,0,0.94145223,0.00000024,-0.00000024,0,0.02024,0.00029,-0.00031,0,1.24,0.079,-0.079,0,0.0051,0.007,-0.0037,0,2456740.806,0.00019,-0.00019,0,,,,,F6 IV-V,6432,48,-48,0,1.32,0.06,-0.06,0,24.3544618,-45.6777937,123.483,0.371,-0.369
WASP-18,c,100100827,1,2.1558,0.0064,-0.0064,0,0.035,,,0,0.765,,,0,0.015,,,1,,,,,,,,,F6 IV-V,6400,,,0,1.23,,,0,24.3544618,-45.6777937,123.483,0.371,-0.369
WASP-180 A,b,178367144,0,3.409264,0.000001,-0.000001,0,0.048,0.001,-0.001,0,1.24,0.04,-0.04,0,0,,,0,2457763.315,0.0001,-0.0001,0,,,,,F7 V,6600,200,-200,0,1.19,0.06,-0.06,0,123.3922465,-1.9827874,253.985,3.404,-3.316
WASP-181,b,293457754,0,4.5195064,0.0000034,-0.0000034,0,0.05427,0.00069,-0.00069,0,1.184,0.071,-0.059,0,,,,,2457747.667,0.00035,-0.00035,0,,,,,G2,5839,70,-70,0,0.97,0.04,-0.04,0,26.7932253,3.1329325,437.495,7.964,-7.689
WASP-182,b,369455629,0,3.3769848,0.0000024,-0.0000024,0,0.0451,0.0009,-0.0009,0,0.85,0.03,-0.03,0,0,,,0,2458018.66,0.00067,-0.00067,0,,,,,G5,5638,100,-100,0,1.34,0.03,-0.03,0,311.673345,-41.8209828,327.602,4.598,-4.474
WASP-183,b,14344979,0,4.1117771,0.0000051,-0.0000051,0,0.04632,0.00075,-0.00075,0,1.47,0.94,-0.33,0,,,,,2457796.185,0.0024,-0.0024,0,,,,,G9,5313,72,-72,0,0.87,0.04,-0.04,0,163.7888521,-0.7370663,325.377,3.979,-3.885
WASP-184,b,112099249,0,5.1817,0.00001,-0.00001,0,0.0627,0.0012,-0.0012,0,1.33,0.09,-0.09,0,0,,,0,2457630.008,0.001,-0.001,0,,,,,G0 V,6000,100,-100,0,1.65,0.09,-0.09,0,209.51701,-30.348153,663.231,16.965,-16.152
WASP-185,b,46020827,0,9.38755,0.00002,-0.00002,0,0.0904,0.0017,-0.0017,0,1.25,0.08,-0.08,0,0.24,0.04,-0.04,0,2456935.982,0.002,-0.002,0,,,,,G0 V,5900,100,-100,0,1.5,0.08,-0.08,0,214.0595791,-19.5423062,279.35,3.439,-3.358
WASP-186,b,411608801,0,5.026799,0.000012,-0.000014,0,0.06,0.0012,-0.0013,0,1.11,0.03,-0.03,0,0.33,0.01,-0.01,0,2456237.12,0.0009,-0.0009,0,,,,,F,6361,105,-82,0,1.47,0.02,-0.02,0,18.9953122,21.6169065,278.514,3.387,-3.307
WASP-187,b,15692883,0,5.147878,0.000005,-0.000009,0,0.0653,0.0013,-0.0013,0,1.64,0.05,-0.05,0,0,,,0,2455197.353,0.002,-0.0022,0,,,,,F,6150,92,-85,0,2.83,0.05,-0.05,0,17.47474,25.6816494,371.414,6.271,-6.07
WASP-189,b,157910432,0,2.724033,,,0,0.05053,0.00098,-0.00098,0,1.619,0.021,-0.021,0,0,,,0,2458926.542,0.000065,-0.000064,0,,,,,,8000,80,-80,0,2.36,0.03,-0.03,0,225.686732,-3.0314874,99.731,0.754,-0.7432
WASP-19,b,35516889,0,0.78883852,0.00000075,-0.00000082,0,0.01652,0.0005,-0.00056,0,1.415,0.044,-0.048,0,0.0126,0.014,-0.0089,0,2456402.713,0.0017,-0.0014,0,,,,,G8 V,5616,66,-65,0,1.01,0.03,-0.03,0,148.4167672,-45.6591078,268.325,1.72,-1.698
WASP-190,b,116156517,0,5.367753,0.000004,-0.000004,0,0.0663,0.0008,-0.0008,0,1.15,0.09,-0.09,0,0,,,0,2457799.126,0.0007,-0.0007,0,,,,,F6 IV-V,6400,100,-100,0,1.6,0.1,-0.1,0,7.7095292,-40.5734613,542.251,10.131,-9.773
WASP-192,b,160578764,0,2.8786765,0.0000028,-0.0000028,0,0.0408,0.0008,-0.0008,0,1.23,0.08,-0.08,0,0,,,0,2457271.333,0.0017,-0.0017,0,,,,,G0 V,5910,145,-145,0,1.32,0.07,-0.07,0,223.6587187,-38.7445469,508.885,16.646,-15.641
WASP-193,b,49043968,0,6.2463345,0.0000003,-0.0000003,0,0.0676,0.0015,-0.0015,0,1.464,0.059,-0.057,0,0.056,0.068,-0.04,0,2457781.666,0.00056,-0.00056,0,,,,,F9,6078,120,-120,0,1.24,0.03,-0.03,0,164.3491401,-29.9971229,362.087,5.384,-5.232
WASP-2,b,374530847,0,2.152175,0.000012,-0.000011,0,0.03144,0.00088,-0.00087,0,1.081,0.041,-0.04,0,0.0054,0.009,-0.0044,0,2458339.003,0.00028,-0.00027,0,,,,,K1,5180,190,-190,0,0.87,0.03,-0.03,0,307.7255587,6.4293305,153.242,1.64,-1.605
WASP-20,b,211438925,0,4.8996284,0.0000033,-0.0000033,0,0.06,0.00069,-0.00069,0,1.462,0.059,-0.059,0,0,,,0,2455715.656,0.00029,-0.00029,0,,,,,F9,5940,100,-100,0,1.39,0.04,-0.04,0,5.1605621,-23.9357894,211.877,,
WASP-21,b,436478932,0,4.322482,0.000019,-0.000024,0,0.052,0.00041,-0.00044,0,1.07,0.06,-0.06,0,0,,,0,2454743.042,0.0019,-0.0022,0,,,,,G3 V,5800,100,-100,0,1.06,0.04,-0.04,0,347.4928024,18.3961597,258.426,2.907,-2.845
WASP-22,b,257567854,0,3.53269,0.00001,-0.00001,0,0.047,0.00036,-0.00037,0,1.23,0.14,-0.14,0,0.02,0.01,-0.01,0,2455532.728,0.00022,-0.00022,0,,,,,G1 V,6000,100,-100,0,1.24,0.13,-0.13,0,52.8180374,-23.8197924,317.652,5.638,-5.447
WASP-23,b,170102285,0,2.9444256,0.0000011,-0.0000013,0,0.0376,0.0016,-0.0024,0,0.962,0.047,-0.056,0,0.062,,,1,2455320.124,0.00012,-0.00013,0,,,,,,5150,100,,0,0.77,0.05,,0,101.1275033,-42.7622296,207.49,1.031,-1.022
WASP-24,b,460396820,0,2.34121,0.000002,-0.000002,0,0.03651,0.00028,-0.00028,0,1.38,0.16,-0.16,0,0,,,0,2455402.127,0.00015,-0.00015,0,,,,,,6075,100,-100,0,1.42,0.16,-0.16,0,227.2154975,2.343286,322.114,4.498,-4.378
WASP-25,b,229047362,0,3.76483,0.000005,-0.000005,0,0.0473,0.0004,-0.0004,0,1.07,0.1,-0.1,0,0,,,0,2455888.665,0.00013,-0.00013,0,,,,,,5750,100,-100,0,0.8,0.08,-0.08,0,195.3597581,-27.5222273,211.416,1.468,-1.447
WASP-26,b,32487566,0,2.7566,0.00001,-0.00001,0,0.04,0.0003,-0.0003,0,1.21,0.15,-0.15,0,0,,,0,2456548.8,0.00022,-0.00022,0,,,,,G0,6034,31,-31,0,1.22,0.15,-0.15,0,4.6030424,-15.2674044,252.759,4.761,-4.591
WASP-28,b,398572544,0,3.40883495,0.00000015,-0.00000015,0,0.0442,0.001,-0.001,0,1.219,0.028,-0.028,0,0,,,0,2457642.502,0.000014,-0.000014,0,,,,,F8,6084,45,-45,0,1.08,0.03,-0.03,0,353.6162694,-1.5799849,348.494,5.654,-5.479
WASP-29,b,183537452,0,3.92273,0.000004,-0.000004,0,0.0457,0.0006,-0.0006,0,0.77,0.07,-0.07,0,0.03,0.04,-0.04,0,2458356.415,0.00011,-0.00011,0,,,,,,4800,150,-150,0,0.79,0.07,-0.07,0,357.8791976,-39.9071215,87.5953,0.3117,-0.3095
WASP-3,b,27848472,0,1.84683,0.000002,-0.000002,0,0.0315,0.0003,-0.0003,0,1.42,0.17,-0.17,0,0,,,0,2455554.833,0.00007,-0.00007,0,,,,,,6400,100,-100,0,1.44,0.12,-0.12,0,278.6317411,35.6614312,231.161,1.648,-1.625
WASP-31,b,437248515,0,3.4059096,0.000005,-0.000005,0,0.04659,0.00035,-0.00035,0,1.549,0.05,-0.05,0,0,,,0,2455192.689,0.0003,-0.0003,0,,,,,,6302,102,,0,1.25,0.03,-0.03,0,169.4388603,-19.0547781,383.829,6.437,-6.231
WASP-32,b,427332229,0,2.71866,0.000002,-0.000002,0,0.0394,0.0003,-0.0003,0,0.96,0.15,-0.15,0,0,,,0,2456523.98,0.00017,-0.00017,0,,,,,,6140,95,-95,0,0.95,0.15,-0.15,0,3.9617073,1.2005122,275.994,3.344,-3.267
WASP-33,b,129979528,0,1.21987,0.000001,-0.000001,0,0.0239,0.00063,-0.00063,0,1.593,0.074,-0.074,0,0,,,0,2459883.199,0.000208,-0.000208,0,,,,,A5,7430,100,-100,0,1.44,0.03,-0.03,0,36.7127375,37.5504441,121.944,0.998,-0.983
WASP-34,b,437242640,0,4.31768,0.000005,-0.000005,0,0.0524,0.0004,-0.0004,0,1,0.08,-0.08,0,0.04,0.01,-0.01,0,2460031.706,0.000209,-0.000209,0,2454647.554,0.00063,-0.00064,0,,5700,100,-100,0,0.91,0.08,-0.08,0,165.3993679,-23.8609457,132.096,0.857,-0.846
WASP-35,b,43647325,0,3.16158,0.000002,-0.000002,0,0.04317,0.00033,-0.00033,0,1.3,0.07,-0.07,0,0,,,0,2458440.123,0.000084,-0.000084,0,,,,,,5990,80,-80,0,1.08,0.06,-0.06,0,76.0818912,-6.2297801,202.218,1.698,-1.669
WASP-36,b,13349647,0,1.53736596,0.00000024,-0.00000024,0,0.02677,0.00028,-0.00028,0,1.327,0.021,-0.021,0,0.019,,,1,2455569.838,0.00046,-0.00046,0,,,,,,5959,134,-134,0,0.99,0.01,-0.01,0,131.5803897,-8.0269855,386.346,5.261,-5.123
WASP-37,b,368805700,0,3.577469,0.000011,-0.000011,0,0.0446,0.0019,-0.0019,0,1.16,0.07,-0.06,0,0,,,0,2455338.619,0.0006,-0.0006,0,,,,,,5800,150,,0,1,0.05,,0,221.9438866,1.0650227,392.791,7.822,-7.526
WASP-38,b,318696424,0,6.87188,0.00001,-0.00001,0,0.07522,0.00074,-0.00075,0,1.23,0.06,-0.06,0,0.03,0,0,0,2455363.408,0.00051,-0.00051,0,,,,,F8 V,6180,50,-50,0,1.52,0.07,-0.07,0,243.9597194,10.0324103,136.24,0.807,-0.798
WASP-39,b,181949561,0,4.055259,0.000009,-0.000009,0,0.0486,0.0005,-0.0005,0,1.27,0.04,-0.04,0,0,,,0,2455342.969,0.0002,-0.0002,0,,,,,,5400,150,,0,0.9,0.02,-0.02,0,217.3266477,-3.4444994,213.982,1.76,-1.731
WASP-4,b,402026209,0,1.33823147,0.00000002,-0.00000002,0,0.0226,0.0007,-0.0008,0,1.321,0.039,-0.039,0,0,,,0,2455804.516,0.000019,-0.000019,0,,,,,G8,5400,90,-90,0,0.89,0.03,-0.03,0,353.5629149,-42.0617794,267.206,3.771,-3.67
WASP-41,b,398943781,0,3.0524,0.000001,-0.000001,0,0.04022,0.00044,-0.00044,0,1.1,0.05,-0.05,0,0,,,0,2455996.679,0.0001,-0.0001,0,,,,,,5545,33,-33,0,0.83,0.04,-0.04,0,190.6188034,-30.6398176,163.371,1.067,-1.052
WASP-41,c,398943781,0,421,2,-2,0,1.07,0.03,-0.03,0,1.17,,,0,0.294,0.024,-0.024,0,,,,,,,,,,5545,33,-33,0,0.87,0.03,-0.03,0,190.6188034,-30.6398176,163.371,1.067,-1.052
WASP-42,b,248075138,0,4.9816819,0.0000011,-0.0000011,0,0.0561,0.0012,-0.0012,0,1.122,0.039,-0.039,0,0.062,0.013,-0.011,0,2455650.567,0.00015,-0.00015,0,,,,,,5315,79,-79,0,0.89,0.03,-0.03,0,192.981203,-42.0736165,177.291,1.32,-1.301
WASP-43,b,36734222,0,0.813475,0.000001,-0.000001,0,0.0142,0.0004,-0.0004,0,0.93,0.07,-0.09,0,0,,,0,2455528.868,0.00014,-0.00014,0,,,,,K7 V,4400,200,,0,0.6,0.03,-0.04,0,154.9081869,-9.8064431,86.7467,0.3281,-0.3257
